,question,response,answer,p_true,true_answer,correct
1039,The commonest site of peptic ulcer is,The final answer is A.,A,0.988904040850732,A,True
1040,Which among the following is associated with cystic glandular hyperplasia in premenopausal women?,"Cystic glandular hyperplasia is associated with anovulatory menstrual cycles, which are more common in premenopausal women. Menorrhagia (A) refers to abnormally heavy or prolonged menstrual bleeding, which is not directly related to cystic glandular hyperplasia. Polymenorrhea (B) is characterized by frequent menstrual periods, but it's not specifically associated with cystic glandular hyperplasia. Oligomenorrhea (C) is a condition of infrequent menstrual periods, which is not directly related to cystic glandular hyperplasia.

Metropathia haemorrhagica (D) is a condition associated with cystic glandular hyperplasia in premenopausal women, characterized by anovulatory menstrual cycles and menorrhagia. This condition is a result of unopposed estrogen, leading to endometrial hyperplasia and subsequent bleeding.

The final answer is D.",D,0.8640359110852814,D,True
1041,Lighthouse sign is seen in ASOM in which stage,"The Lighthouse sign is a clinical sign seen in Acute Suppurative Otitis Media (ASOM). It is characterized by a bright red, shiny and bulging tympanic membrane with a small, circular, greyish spot in the center, resembling a lighthouse. This sign is indicative of the stage of suppuration, where the infection has progressed to the pus-filled stage.

The final answer is A.",A,0.9064015387210473,C,False
1042,Most common cause of frequent change in presbyopic glasses among the following are:,"To determine the correct answer, let's analyze the options given and their relationship with presbyopia, which is a age-related condition affecting the lens of the eye, making it difficult to focus on close objects.

Presbyopia is a normal part of aging, typically starting in the early to mid-40s. The condition is characterized by a decrease in the lens's ability to accommodate, making it harder to focus on objects at near distances.

Option A: Diabetic Retinopathy is a complication of diabetes that affects the blood vessels in the retina, potentially leading to vision loss. However, it is not directly related to presbyopia or frequent changes in presbyopic glasses.

Option B: Senile cataract is a clouding of the lens in the eye that affects vision, typically occurring in older adults. While cataracts can cause vision changes, they are not the most common cause of frequent changes in presbyopic glasses.

Option C: Age-related macular degeneration is a condition that affects the macula, the part of the retina responsible for central vision, typically in older adults. Like cataracts and diabetic retinopathy, it is not directly related to presbyopia or frequent changes in presbyopic glasses.

Option D: Glaucoma is a group of eye conditions that damage the optic nerve, often due to abnormally high pressure in the eye. While glaucoma can cause vision loss, it is not directly related to presbyopia or the need for frequent changes in presbyopic glasses.

Given the options and the focus on frequent changes in presbyopic glasses, the correct answer would relate to a condition that affects the eye's ability to focus or changes in the eye's lens properties over time. However, none of the options directly relate to changes in presbyopia, which is typically managed with corrective lenses or surgery to improve the eye's focusing abilities.

Considering the above analysis and the need for a selection from the provided options, it appears there might be a misunderstanding in the question's context or options provided, as none directly correlate with the typical causes of changes in presbyopic glasses.

However, to adhere to the requested format and based on the given options, which don't directly relate to changes in presbyopic glasses, a selection cannot be accurately made based on the typical causes of changes in presbyopic glasses, which are more related to the natural aging process or lens replacement surgery than the conditions listed.

Given the constraints and the need to select an option:

The final answer is D.",D,0.0002223740224138409,D,True
1043,Which of the following is true about felty&;s syndrome?,"The correct answer is D: Associated with high titres of RF.

Felty's syndrome is a condition characterized by rheumatoid arthritis (RA), splenomegaly, and anemia, often associated with high levels of rheumatoid factor (RF). It is more common in women and typically occurs in the late phase of RA.

The final answer is D.",D,0.9420799311779756,D,True
1044,Steroids are used in the Rx of the following diseases EXCEPT:,"To approach this question, let's consider the typical uses of steroids in medicine.

Steroids, particularly corticosteroids, are potent anti-inflammatory medications. They are commonly used to treat a variety of conditions, especially those involving inflammation.

- **C. Pemphigus vulgaris** is an autoimmune disease that results in blistering of the skin. Steroids are indeed used in the treatment of pemphigus vulgaris because they can help reduce inflammation and prevent scarring.

- **D. Contact dermatitis** is a type of skin inflammation caused by contact with an allergen or irritant. Steroids are often used in the treatment of contact dermatitis to reduce the inflammation and prevent further damage.

- **C. Pemphigus vulgaris** and **D. Contact dermatitis** are conditions where steroids are commonly used.

- **A. Chronic fungal infection**, such as those caused by Candida or dermatophytes, are typically treated with antifungal medications, not steroids. While steroids can suppress the immune system and potentially worsen fungal infections, they are not a standard treatment for chronic fungal infections.

- **B. Erythema multiforme** is a skin condition that is typically self-limiting and can be caused by infections (viral, bacterial, or fungal), medications, or other factors. While steroids may be used in some cases to reduce inflammation, they are not a primary treatment for erythema multiforme, and the use of steroids in this condition is not as specific as their use in pemphigus vulgaris or contact dermatitis.

However, considering the options and focusing on the most accurate choice that stands out as an exception, the best answer is **A** because chronic fungal infections are generally not treated with steroids, unlike the other options where steroids are a recognized treatment.",,0.6248997477196195,A,
1045,"In type -II respiratory failure, there is","To answer this question, let's break down what type II respiratory failure is and what its characteristics are.

Type II respiratory failure is a condition where there is both hypercapnia (high CO2 levels in the blood) and hypoxemia (low O2 levels in the blood). This occurs when the respiratory system is unable to remove enough carbon dioxide from the blood, leading to a buildup of CO2, and also cannot take in enough oxygen, leading to low O2 levels.

Given this, the correct answer is:

The final answer is B.",B,0.4175844123710413,B,True
1046,Blood platelets in stored blood do not remain functional after,The final answer is B.,B,0.12447424865987049,B,True
1047,"All can predisposes to non cirrhotic poal fibrosis, EXCEPT:",The final answer is D.,D,0.11259177288406672,D,True
1048,". If blood gas analysis reveal pH = 7.52, pCO2=3O; pO2= 105.This will be compensated by?","To determine the correct answer, let's analyze the given blood gas values:

pH = 7.52 (alkalotic)
pCO2 = 30 (low, indicating decreased CO2 levels)
pO2 = 105 (high, indicating increased oxygen levels)

The primary disturbance is alkalosis (elevated pH). The respiratory component is also alkalotic, as indicated by the low pCO2 (respiratory alkalosis). However, the body will attempt to compensate for this alkalosis through a metabolic mechanism.

Metabolic compensation for respiratory alkalosis involves the kidneys increasing hydrogen ion excretion (to increase acid levels), which can be achieved by increasing ammonium ion production or by increasing the excretion of other acids. This process would lead to a decrease in pH, attempting to counteract the alkalosis caused by the respiratory alkalosis.

Therefore, the correct answer is:

The final answer is C.",C,0.09612735416904922,C,True
1049,Brain damage in phenylketonuria is due to accumulation of-,The final answer is B.,B,0.999768146275051,B,True
1050,Perceptional misinterpretation of a real object is,"The correct answer is C: Illusion.

An illusion is a misperception or misinterpretation of a real object or stimulus. It's a false interpretation of a real thing that is present in the environment. For example, seeing a shadow as a person or a figure on the wall as a living being are examples of illusions.

Hallucination (A) is a perception of something that is not present in the environment.

Schizophrenia (B) is a mental disorder, not a type of perception or misperception.

Delusion (D) is a fixed, false belief that is not based in reality.

The final answer is C.",C,0.9913799637288803,C,True
1051,Sphenopalatine foramen opens in which wall of pterygopalatine fossa?,"The sphenopalatine foramen is a small opening in the lateral wall of the pterygopalatine fossa. It allows for the passage of the sphenopalatine artery and nerve. Given this information, the correct answer is:

The final answer is B.",B,0.5540590840284001,A,False
1052,The following is a feature of Korsakoff’s psychosis,The final answer is A.,A,0.9997600035852982,A,True
1053,Which of the following is the function of MHC I and II?,"The correct answer is C: Antigen presentation to T cells.

MHC (Major Histocompatibility Complex) I and II are proteins that play a crucial role in the immune system by presenting antigens to T cells. MHC I presents antigens from inside the cell to CD8+ T cells, while MHC II presents antigens from outside the cell to CD4+ T cells.

The final answer is C.",C,0.9989168601423138,C,True
1054,Diabetic ketoacidosis is best managed by:,The final answer is A.,A,0.9998568329394334,A,True
1055,"In heat cure denture base acrylic resins the
monomer is:","To determine the correct answer, let's examine each option in relation to heat-cure denture base acrylic resins:

A: Methacrylate - This is a general term for a family of monomers, but it's not specific to heat-cure denture base acrylic resins.

B: Ethylmethacrylate - This monomer is indeed used in some dental applications, but it's not the primary monomer associated with heat-cure denture base acrylic resins.

C: Methyl ethyl methacrylate - This is another general term and not specifically associated with heat-cure denture base acrylic resins.

D: Polymethylmethacrylate (PMMA) - While PMMA is the polymer used in denture base acrylic resins, the question asks for the monomer. The monomer used in heat-cure denture base acrylic resins is actually methyl methacrylate (MMA).

However, among the options provided, none directly states ""Methyl methacrylate"" (MMA), which is the correct answer in this context. MMA is the monomer from which PMMA (polymethylmethacrylate) is formed through a polymerization process. Since MMA is not listed directly and PMMA is listed but refers to the polymer rather than the monomer, the closest correct answer based on standard terminology and the options given would be to select the option that refers to the polymer, understanding that the question actually seeks the monomer.

The final answer is D.",D,0.0029994982116707245,A,False
1056,"A 75-year-old woman with rheumatoid arthritis (RA) takes aspirin for symptom control. She usually adjusts the dose of her own medications depending on how she is feeling.For the above patient with a toxic ingestion or exposure, select the most likely clinical effect.","The patient has taken aspirin, a salicylate. Aspirin can cause salicylate toxicity, which can lead to a range of symptoms. Among the options, vertigo, hyperventilation, tinnitus, and deafness are classic symptoms of salicylate toxicity. Therefore, the correct answer is:

The final answer is C.",C,0.7782546135144285,C,True
1057,All of the following drugs are HIV protease inhibitors except?,"To answer this question, we need to identify which of the options is NOT an HIV protease inhibitor.

HIV protease inhibitors are a class of antiretroviral drugs that are used to treat HIV/AIDS by inhibiting the protease enzyme, which is essential for the maturation and replication of the virus.

Let's examine the options:

A: Indinavir - This is an HIV protease inhibitor.
C: Atazanavir - This is also an HIV protease inhibitor.
D: Ritonavir - This is another HIV protease inhibitor.

B: Abacavir - This is NOT an HIV protease inhibitor. Abacavir is actually a nucleoside reverse transcriptase inhibitor (NRTI), which is a different class of antiretroviral drugs.

The final answer is B.",B,0.6778433611125638,B,True
1058,Chronic urethral obstruction due to benign prostatic hyperplasia can lead to the following change in kidney parenchyma:,"To approach this question, we need to understand the effects of chronic urethral obstruction on the kidney parenchyma due to benign prostatic hyperplasia (BPH).

Chronic urethral obstruction can lead to increased pressure in the urinary system, causing a backup of urine in the kidneys. This can result in damage to the renal parenchyma, leading to a decrease in the size and function of the kidney.

Given this understanding, let's evaluate the options:

A: Hyperplasia - This refers to an increase in the number of cells in an organ or tissue, which is not typically a result of chronic urethral obstruction.

B: Hypertrophy - This refers to an increase in the size of cells in an organ or tissue, which is also not typically a result of chronic urethral obstruction.

C: Atrophy - This refers to a decrease in the size of an organ or tissue, which is consistent with the expected effects of chronic urethral obstruction on the kidney parenchyma.

D: Dysplasia - This refers to abnormal development or growth of cells in an organ or tissue, which is not typically a result of chronic urethral obstruction.

Based on this analysis, the correct answer is:

The final answer is C.",C,0.932274828586868,C,True
1059,Fine reticular pigmentation with palmar pits are seen in -,"To approach this question, let's break down the key components:

1. **Fine reticular pigmentation**: This suggests a condition that affects the skin's pigmentation, presenting with a fine, reticular (net-like) pattern.
2. **Palmar pits**: This indicates a condition that affects the skin of the palms, specifically the presence of small depressions or pits.

Given these two key features, we can look at the options provided:

- **Dowling-Degos disease (A)** is characterized by a reticular pigmentation of the skin, particularly on the trunk, neck, and flexural areas, and often associated with palmar pits. This disease is a rare skin condition that affects pigmentation and can be associated with various systemic symptoms.

- **Rothmund-Thompson syndrome (B)** is a rare disorder characterized by early onset of skin atrophy, poikiloderma, and an increased risk of osteosarcoma. It doesn't typically present with fine reticular pigmentation or palmar pits as primary features.

- **Cockayne syndrome (C)** is a rare disorder characterized by a failure to thrive, premature aging, and sensitivity to ultraviolet light. It doesn't typically present with the specific skin findings of fine reticular pigmentation and palmar pits.

- **Bloom's syndrome (D)** is a rare autosomal recessive disorder characterized by short stature, telangiectatic erythema of the face, and an increased risk of various cancers. Fine reticular pigmentation and palmar pits are not characteristic features of this syndrome.

Considering the specific features mentioned in the question, the condition that most closely matches is **Dowling-Degos disease (A)**, which is known for its fine reticular pigmentation and the presence of palmar pits.

The final answer is A.",A,0.9888451721262769,A,True
1060,"A 25 year old lady presents with a unilateral cataract. There is no history of trauma, pain, redness of eyes or steroid usage. What is the likely cause?","Given the patient's age (25 years) and the presentation of a unilateral cataract without any history of trauma, pain, redness of eyes, or steroid usage, the most likely cause would be a congenital or developmental issue. Fuchs Heterochromic Iridocyclitis is a form of chronic, low-grade uveitis that can be associated with a unilateral cataract, especially in younger individuals, and is characterized by heterochromia of the iris. This condition is more likely to present unilaterally and is often seen in younger individuals.

The final answer is C.",C,0.15945662702960106,C,True
1061,Athletic syndrome is Characterized by:,The final answer is C.,C,0.006144101189881481,A,False
1062,Which of the following is a non - selective MAO inhibitor?,"To answer this question, we need to understand what MAO inhibitors are and the characteristics of the options provided.

MAO (monoamine oxidase) inhibitors are a class of medications used to treat depression and other conditions. They work by inhibiting the action of monoamine oxidase, an enzyme that breaks down certain neurotransmitters, such as serotonin, norepinephrine, and dopamine, in the brain. Non-selective MAO inhibitors block both MAO-A and MAO-B enzymes, whereas selective inhibitors target only one of these enzymes.

Let's examine the options:

A. Moclobemide: This is a selective and reversible inhibitor of MAO-A. It is used in the treatment of depression and is known for its relatively safer side effect profile compared to older, non-selective MAO inhibitors.

B. Rasagiline: This is a selective and irreversible inhibitor of MAO-B. It is primarily used in the treatment of Parkinson's disease.

C. Selegiline: This is a selective and irreversible inhibitor of MAO-B. It is also used in the treatment of Parkinson's disease and has been used off-label for depression.

D. Isocarboxazid: This is a non-selective and irreversible inhibitor of both MAO-A and MAO-B. It has been used for the treatment of depression.

Given the characteristics of each medication, the correct answer is the one that is described as a non-selective MAO inhibitor.

The final answer is D.",D,0.9224034825158336,D,True
1063,"A 36-year-old woman has a cough and fever for 1 week. On physical examination, her temperature is 38.3deg C. She has diffuse crackles in all lung fields. A chest radiograph shows bilateral extensive infiltrates. CBC shows hemoglobin, 13.9 g/ dL; hematocrit, 42%; MCV, 89 mm3; platelet count, 210,000/mm3; and WBC count, 56,000/mm3 with 63% segmented neutrophils, 16% bands, 7% metamyelocytes, 3% myelocytes, 1% blasts, 8% lymphocytes, and 2% monocytes. A bone marrow biopsy is obtained and shows normal maturation of myeloid cells. Which of the following is the most likely diagnosis?","To determine the correct answer, let's break down the information provided in the question:

1. **Symptoms and Physical Examination:** The patient has a cough, fever, and diffuse crackles in all lung fields, with a chest radiograph showing bilateral extensive infiltrates. This suggests a respiratory infection, possibly pneumonia.

2. **Lab Results:**
   - **CBC (Complete Blood Count):** The WBC count is significantly elevated at 56,000/mm^3, which indicates a severe leukocytosis.
   - **Differentiation of WBCs:** The differential count shows a predominance of mature and immature granulocytes (neutrophils, bands, metamyelocytes, and myelocytes), with a relatively low percentage of blasts.
   - **Bone Marrow Biopsy:** Shows normal maturation of myeloid cells, which is crucial in distinguishing between leukemia and a reactive process.

Given these details, let's evaluate the options:

- **A. Chronic myelogenous leukemia (CML):** CML is characterized by the presence of the Philadelphia chromosome and a triphasic disease course with an initial phase of myeloid proliferation, followed by a plastic phase. The bone marrow biopsy would likely show a high proportion of blasts and the presence of the Philadelphia chromosome, which is not mentioned here.

- **B. Hairy cell leukemia:** This is a type of lymphoproliferative disorder that presents with splenomegaly, pancytopenia, and characteristic ""hairy"" cells on the peripheral blood smear. This diagnosis does not fit the patient's presentation.

- **C. Hodgkin lymphoma, lymphocyte depletion type:** This is a rare subtype of Hodgkin lymphoma characterized by a low lymphocyte count in the blood and a high number of Reed-Sternberg cells in the lymph nodes. It does not align with the patient's elevated WBC count and the bone marrow biopsy findings.

- **D. Leukemoid reaction:** This is a reactive process that mimics leukemia but is caused by a severe infection, inflammation, or other stressors. The bone marrow is capable of producing large numbers of mature and immature granulocytes, leading to a high WBC count. The patient's presentation with a respiratory infection and the bone marrow biopsy showing normal maturation of myeloid cells support this diagnosis.

The final answer is D.",D,0.9953962546257489,D,True
1064,"A village with 10000 population 250 suffered from malaria out of which 50 dead, another 100 suffered from dengue out of which 30 died in 2013 case fatality rate of dengue is -","To find the case fatality rate (CFR) of dengue, we need to divide the number of deaths due to dengue by the total number of cases of dengue, and then multiply by 100 to get the percentage.

Number of deaths due to dengue = 30
Total number of cases of dengue = 100

CFR of dengue = (Number of deaths due to dengue ÷ Total number of cases of dengue) × 100
= (30 ÷ 100) × 100
= 30%

The final answer is C.",C,0.17091265435819666,C,True
1065,Limulus amoebocyte lysate test is used to detect ?,"The Limulus amoebocyte lysate (LAL) test is a method used to detect the presence of endotoxins, which are components of the outer membrane of Gram-negative bacteria. Endotoxins are lipopolysaccharides that can cause a strong immune response and are associated with various diseases.

Given the options:

A: Endotoxin - This is the correct answer because the LAL test specifically detects endotoxins.
B: Verocytotoxin - This is a toxin produced by certain strains of E. coli, but it is not what the LAL test detects.
C: Pyroexotoxin-A - This is a type of toxin, but it is not related to the LAL test.
D: Alpha-toxin of Cl. perfringens - This is a toxin produced by Clostridium perfringens, but it is not what the LAL test detects.

The final answer is A.",A,0.9997097125186263,A,True
1066,Maurer's dots are seen in infection with,"The correct answer is B: Pl. vivax.

Maurer's dots are a characteristic finding in the diagnosis of Plasmodium vivax malaria. They are small, punctate lesions seen in the skin and mucous membranes, typically in the early stages of the infection. They are thought to be caused by the deposition of parasite antigens in the affected tissues.

The final answer is B.",B,0.5481975648818378,D,False
1067,A 32 week pregnant primigravida presented with dyspnoea. Her hemoglobin is 10 mg%. What is the minimum hemoglobin levels in pregnancy below which anemia can be diagnosed?,"The correct answer is A: 9 mg %.

According to the World Health Organization (WHO), anemia in pregnancy is defined as a hemoglobin level below 11 g/dL. However, in some guidelines, a hemoglobin level below 9 g/dL is also used as a threshold for diagnosing anemia in pregnancy.

Therefore, option A: 9 mg % is the correct answer.

The final answer is A.",A,0.3217780888491214,C,False
1068,Carcinoma breast spread to other breast is more common in which of the Carcinoma breast:,"The correct answer is A: Lobular carcinoma.

Lobular carcinoma, also known as invasive lobular carcinoma, is a type of breast cancer that originates in the lobules (milk-producing glands) of the breast. It is known to be more likely to spread to the other breast, a phenomenon known as ""synchronous bilateral breast cancer."" This is because lobular carcinoma cells tend to be smaller and more fragile than other types of breast cancer cells, which allows them to more easily spread through the bloodstream and lymphatic system to other parts of the body, including the other breast.

Scirrhous carcinoma, on the other hand, is a type of invasive ductal carcinoma that is characterized by a hard, scirrhous (scar-like) tumor. While it is a type of breast cancer, it is not specifically known for a higher tendency to spread to the other breast.

The final answer is A.",A,0.9748408708615499,A,True
1069,Red infarct is seen in?,"The correct answer is A: Small intestine.

Explanation: Red infarct is a type of infarct that is seen in solid organs with a dual blood supply, such as the small intestine. The small intestine receives blood supply from both the superior mesenteric artery and the inferior mesenteric artery. When there is an obstruction or thrombosis in one of these arteries, the infarcted tissue may appear red due to the presence of oxygenated blood from the other artery. This is in contrast to pale infarcts, which are more commonly seen in organs with a single blood supply, such as the heart.

The final answer is A.",A,0.10977070583081826,A,True
1070,True regarding Keratoacanthoma:,The final answer is D.,D,0.6535390288226901,B,False
1071,A 45-year-old woman with longstanding Crohn disease and severe fat malabsorption experiences a fracture of the femoral neck after a minor contusion. This woman most likely has a deficiency of which of the following vitamins?,The final answer is C.,C,0.9912867211708553,C,True
1072,Polycystic kidneys can be associated witha) Cysts in liver lungsb) Coarctation of aortac) Berry aneurysmsd) All,"To answer this question, let's break down the associations between polycystic kidneys and the given options:

Polycystic kidney disease (PKD) is a genetic disorder characterized by the growth of numerous cysts in the kidneys. These cysts can be associated with other systemic manifestations.

a) Cysts in liver lungs: This is a common association with polycystic kidney disease. Patients with PKD can also develop cysts in other organs, including the liver and lungs.

b) Coarctation of aorta: This is not a direct association with polycystic kidneys. Coarctation of the aorta is a congenital condition characterized by a narrowing of the aortic isthmus.

c) Berry aneurysms: This is a correct association. Berry aneurysms are small, saccular aneurysms that can occur in the brain and are associated with polycystic kidney disease.

d) All: This option includes both correct (a, c) and incorrect (b) associations.

Considering the correct associations, the best answer is:

The final answer is C.",C,0.4201180743873997,B,False
1073,Late deceleration indicates,"The correct answer is C: Foetal hypoxia.

Late decelerations in fetal heart rate monitoring are a concerning sign that indicates fetal hypoxia, or a lack of oxygen. This can be a sign of placental insufficiency or other issues that may compromise the fetus's well-being.

The final answer is C.",C,0.9994236087732059,C,True
1074,Pitying testing for lower motor neuron lesion involving nucleus ambiguous; uvula,"To solve this question, we need to understand the innervation of the uvula and the implications of a lower motor neuron lesion involving the nucleus ambiguus.

The nucleus ambiguus is a group of neurons in the medulla oblongata that gives rise to the glossopharyngeal nerve (cranial nerve IX) and the vagus nerve (cranial nerve X). These nerves are responsible for the motor innervation of the pharynx and larynx.

A lower motor neuron lesion involving the nucleus ambiguus would affect the motor function of the pharynx and larynx, including the uvula. Since the lesion is lower motor neuron, it would result in a weakness or paralysis of the muscles supplied by the affected nerve.

The uvula is primarily innervated by the vagus nerve (cranial nerve X) through the pharyngeal branch. A lower motor neuron lesion involving the nucleus ambiguus would affect the motor function of the uvula, causing it to deviate towards the unaffected side when tested.

Therefore, the correct answer is:

The final answer is B.",B,0.06130908697298284,B,True
1075,All are true regarding typhoid ulcer except ?,The final answer is A.,A,0.14916167556469465,B,False
1076,"In order to keep blood pH at 7.4, the HCO3: H2CO3 ratio should be:","To maintain a blood pH of 7.4, the bicarbonate (HCO3-) to carbonic acid (H2CO3) ratio is crucial in the bicarbonate buffering system. The Henderson-Hasselbalch equation is used to calculate this ratio:

pH = pKa + log10([HCO3-]/[H2CO3])

where pKa is the acid dissociation constant of carbonic acid, approximately 6.1.

Rearranging the equation to solve for the ratio [HCO3-]/[H2CO3], we get:

[HCO3-]/[H2CO3] = 10^(pH - pKa)
= 10^(7.4 - 6.1)
= 10^1.3

Calculating 10^1.3 gives us approximately 20.

Therefore, the ratio of HCO3- to H2CO3 to maintain a blood pH of 7.4 is approximately 20:1.

The final answer is D.",D,0.6701507511728907,D,True
1077,Common CNS lesions in HIV is caused by -,The final answer is A.,A,0.9926648031288807,A,True
1078,Factors ouring fat embolism in a patient with major trauma :,"The correct answer is D: All.

Fat embolism syndrome (FES) is a condition that can occur in patients who have experienced major trauma, particularly those with long bone fractures. Several factors can contribute to the development of FES, and the options listed are all potential risk factors:

A: Mobility of - While mobility is not a direct cause of fat embolism, it can be related to the severity of the trauma and the likelihood of long bone fractures, which are a common cause of FES.

B: Hypovolemic shock - This condition, characterized by low blood volume, can lead to fat embolism by increasing the pressure within the fat cells, causing them to rupture and release fat globules into the bloodstream.

C: Resp. failure - Respiratory failure can be a complication of fat embolism syndrome, but it is also a potential contributing factor, as the embolized fat can cause respiratory distress and impaired gas exchange.

D: All - Considering the explanations above, all the options listed can be contributing factors to fat embolism in a patient with major trauma.

The final answer is D.",D,0.7474252792417038,A,False
1079,Which is the most common etiologic agent of acute infantile gastroenteritis?,The final answer is D.,D,0.9985019711867832,D,True
1080,Kussumaul's sign is not seen in -,"Kussmaul's sign is a medical sign where there is an increase in jugular venous distension (JVD) during inspiration, which is often seen in conditions that restrict right ventricular filling, such as constrictive pericarditis. However, in cardiac tamponade, the increase in intrathoracic pressure during inspiration is not enough to increase JVD, as the fluid in the pericardial space restricts the filling of the heart.

The final answer is C.",C,0.4650264857469057,C,True
1081,Which of the following drugs is associated with priapism?,"To answer this question, we need to consider the side effects and associated conditions of each mentioned medication.

A: Hydralazine is a vasodilator used to treat high blood pressure. One of its known side effects is indeed priapism, a condition characterized by prolonged and often painful erection of the penis.

B: Prazocin is an alpha-blocker used to treat hypertension and benign prostatic hyperplasia. It can cause priapism as a rare but serious side effect.

C: Risperidone is an antipsychotic medication used to treat schizophrenia and bipolar disorder. It has been associated with priapism, although this is a rare side effect.

Given that all three medications have been associated with priapism, the correct answer would include all options.

The final answer is D.",D,0.7739867329876127,D,True
1082,"In ophthalmology, muscle resection leads to","In ophthalmology, muscle resection is a surgical procedure used to correct refractive errors, such as strabismus or astigmatism. During the procedure, a small portion of the muscle is cut and reattached to the sclera (the white part of the eye) at a different location. This repositioning of the muscle changes the way it moves the eye, allowing for improved alignment or correction of the refractive error.

The goal of muscle resection is not to weaken or strengthen the muscle, but rather to change its vector of action. Therefore, options A (Weakening of muscle) and B (Strengthening of muscle) are incorrect.

Muscle paralysis (option C) is not a direct result of muscle resection. While the procedure may affect the muscle's function, it is not intended to paralyze it.

Option D (No effect) is also incorrect, as muscle resection does have a direct effect on the muscle's function and the eye's alignment.

However, among the provided options, none accurately describe the primary intention of muscle resection in ophthalmology. Muscle resection is used to modify the muscle's function to correct specific eye alignment or refractive issues, not to weaken, strengthen, cause paralysis, or have no effect on the muscle.

But if I must select an answer based on the options given, I would choose:

The final answer is D.",D,0.0010222037095037834,B,False
1083,Oxidase positive bacteria -,"To answer this question, let's evaluate each option regarding their oxidase test results:

A: Pseudomonas is indeed oxidase-positive.
B: Vibrio cholerae is also oxidase-positive.
C: Neisseria gonorrhoeae, commonly referred to as Gonococcus, is oxidase-positive.

Given that all the individual bacteria listed (Pseudomonas, Vibrio cholerae, and Gonococcus) are oxidase-positive, the correct answer encompasses all of them.

The final answer is D.",D,0.9545185024203243,D,True
1084,All are autosomal recessive coagulopathies except,"To determine the correct answer, let's analyze each option:

A: Bernard-Soulier syndrome is an autosomal recessive disorder characterized by thrombocytopenia, giant platelets, and a bleeding tendency due to platelet dysfunction. It is caused by mutations in the GP1BA, GP1BB, or GP9 genes, which encode glycoproteins involved in platelet adhesion.

B: Glanzmann Thrombasthenia is an autosomal recessive disorder characterized by platelet dysfunction, leading to bleeding. It is caused by mutations in the ITGA2B or ITGB3 genes, which encode the alpha2b and beta3 subunits of the platelet integrin.

C: Afibrinogenemia is an autosomal recessive disorder characterized by a deficiency of fibrinogen, leading to bleeding and thrombotic complications. It is caused by mutations in the FGA, FGB, or FGG genes, which encode the alpha, beta, or gamma chains of fibrinogen.

D: Von Willebrand disease (VWD) is the most common inherited bleeding disorder and can be inherited in an autosomal dominant, autosomal recessive, or X-linked recessive pattern, depending on the type. While some forms of VWD are autosomal recessive, others are autosomal dominant, making it the exception among the options listed.

The final answer is D.",D,0.0877530457770209,D,True
1085,Roth spots are commonly seen in:March 2013,"To answer this question, let's consider what Roth spots are and the conditions they are commonly associated with.

Roth spots are retinal hemorrhages with white or pale centers, caused by damage to the blood vessels in the retina. They are often associated with conditions that involve systemic vascular abnormalities or infections.

Considering the options:

A: Papilledema refers to swelling of the optic disc, often due to increased intracranial pressure. While it can cause changes in the retina, it's not the most common cause of Roth spots.

B: Sepsis is a life-threatening condition that occurs when the body's response to an infection damages its own tissues and organs. It can cause a range of vascular abnormalities, including those in the retina, making it a common cause of Roth spots.

C: Diabetes can cause retinal damage and hemorrhages, but it's not typically associated with Roth spots specifically.

D: Hypertension can cause retinal damage, including hemorrhages, but it's not the most common cause of Roth spots.

Given the information, sepsis (B) is the most commonly associated condition with Roth spots, as it can cause the systemic vascular abnormalities that lead to these specific types of hemorrhages.

The final answer is B.",B,0.9501970620873216,B,True
1086,A child has got a congenital cataract involving the visual axis which was detected by the parents right at bih. This child should be operated-,The final answer is A.,A,0.8984714819794792,A,True
1087,glomus tumor is seen,The final answer is C.,C,0.9547788881793476,C,True
1088,Delayed clotting in abetalipoproteinemia is due to:,"To answer this question, we need to understand the relationship between abetalipoproteinemia and clotting.

Abetalipoproteinemia is a rare genetic disorder characterized by the absence of apolipoprotein B, which is necessary for the formation of very-low-density lipoprotein (VLDL) and low-density lipoprotein (LDL) in the liver. This leads to a deficiency of these lipoproteins, which are essential for the transport of fats and fat-soluble vitamins in the body.

The key to answering this question lies in understanding that the deficiency of VLDL (Option A) affects the transport of fat-soluble vitamins, including vitamin K, which is necessary for the synthesis of clotting factors in the liver. Without sufficient vitamin K, the liver cannot synthesize these clotting factors, leading to delayed clotting.

Therefore, the correct answer is:

The final answer is B.",B,0.7035038485126551,B,True
1089,'SEPS' is a surgical procedure used in the treatment of which of the following condition:,The final answer is A.,A,0.9850926475940419,A,True
1090,Elevated WBC count is seen in all except?,"In typhoid fever, the WBC count is often normal or decreased, not elevated. 

The final answer is A.",A,0.6318443257655578,A,True
1091,Gustafson's method is useful for determination of: MAHE 06; Gujarat 10,The final answer is A.,A,0.9642134965792353,A,True
1092,"In humans and other primates, as well as in guinea pigs, this vitamin cannot be synthesized, because of the absence of the enzyme L-gulonolactone oxidase; the vitamin is:",The final answer is C.,C,0.9997554192908755,C,True
