,question,options,response,answer,p_true,true_answer,correct
685,What overlies the lateral wall of the mastoid antrum?,"['Tegmen tympani', 'Mastoid process', 'Tympanic plate', 'Suprameatal triangle']","To answer this question, let's consider the anatomy of the temporal bone, specifically the area surrounding the mastoid antrum.

The mastoid antrum is a cavity within the mastoid part of the temporal bone. It communicates with the epitympanic recess (also known as the attic) of the middle ear via the aditus ad antrum.

The options given are:

A. Tegmen tympani - This is the bony plate that separates the middle cranial fossa from the middle ear cavity. It doesn't directly overlie the lateral wall of the mastoid antrum.

B. Mastoid process - This is a part of the temporal bone, extending outward from the posterior aspect of the skull. While it's in the general vicinity, the mastoid process itself does not overlie the lateral wall of the mastoid antrum.

C. Tympanic plate - This is a part of the temporal bone that forms the floor of the middle cranial fossa and does not overlie the lateral wall of the mastoid antrum.

D. Suprameatal triangle - This is a triangle-shaped area in the mastoid part of the temporal bone. It is the landmark for the location of the mastoid antrum. The suprameatal triangle, or ""MacEwen's triangle,"" is the area that overlies the lateral wall of the mastoid antrum.

The final answer is D.",D,0.8326751703096144,D,True
686,Tripod fracture is the name given for -,"['Zygomatic fracture', 'Maxillary fracture', 'Mandibularfracture', 'Temporal fracture']","A tripod fracture is a type of zygomatic fracture, which involves the three main points of the zygomatic bone (the zygomatic arch and two orbital rims). This type of fracture is called a ""tripod"" fracture because it occurs when the zygomatic bone is broken into three separate pieces, resembling the broken legs of a tripod. Therefore, the correct answer is:

The final answer is A.",A,0.9990366151070167,A,True
687,Which type of cattle poisoning occurs due to ingestion of LINSEED plant?,"['Aconite', 'Atropine', 'Pilocarpine', 'Hydrocyanic acid']","To solve this question, we need to identify the type of cattle poisoning that occurs due to ingestion of the linseed plant.

Linseed (also known as flaxseed) is a plant that contains a toxic compound called linamarin, which is a cyanogenic glycoside. When ingested, linamarin is broken down into hydrogen cyanide (HCN), a potent poison that can cause cyanide poisoning.

Cyanide poisoning is characterized by the inhibition of cellular respiration, leading to tissue hypoxia and cellular damage.

Considering the options:

A. Aconite: Aconite is a plant-based poison found in certain species of monk's hood (Aconitum), which causes neurotoxicity and cardiac arrest.

B. Atropine: Atropine is an anticholinergic substance found in plants such as deadly nightshade (Atropa belladonna), which causes dry mouth, blurred vision, and tachycardia.

C. Pilocarpine: Pilocarpine is a muscarinic agonist found in plants such as jaborandi (Pilocarpus), which causes increased salivation, lacrimation, and pupillary constriction.

D. Hydrocyanic acid: Hydrocyanic acid (HCN) is the correct answer. Linseed ingestion leads to the release of HCN, causing cyanide poisoning.

The final answer is D.",D,0.9818952312699832,D,True
688,"Lalita, a female pt. presents with pigmentation of the lips and oral mucosa and intestinal polyps. Her sister also gives the same history. Most probable diagnosis is -","['Carcinoid tumor', 'Melanoma', 'Villous adenoma', 'Peutz-Jegher syndrome']","Based on the symptoms described, the correct answer is D. Peutz-Jegher syndrome. This genetic disorder is characterized by the development of benign hamartomatous polyps in the gastrointestinal tract, as well as characteristic mucocutaneous melanin deposits, which can cause pigmentation of the lips, oral mucosa, and other areas. The presence of intestinal polyps and pigmentation of the lips and oral mucosa in Lalita, combined with a similar history in her sister, makes Peutz-Jegher syndrome the most likely diagnosis.

The final answer is D.",D,0.9984777902971341,D,True
689,"65-year-old man presents with anaemia and posterior column dysfunction, the likely cause is -","['B1-deficit', 'B12-deficit', 'SSPE', 'Multiple selerosis']","Given the symptoms of anemia and posterior column dysfunction in a 65-year-old man, the most likely cause is related to a vitamin deficiency that affects the nervous system and hematopoiesis.

Option B, B12-deficit, is the correct answer. A deficiency in vitamin B12 can lead to anemia (specifically, megaloblastic anemia) and neurological symptoms, including posterior column dysfunction. This is because vitamin B12 is necessary for the synthesis of myelin, the fatty substance that surrounds and protects nerve fibers, including those in the posterior columns of the spinal cord. A deficiency in vitamin B12 can cause damage to these nerve fibers, leading to symptoms such as difficulty walking, loss of vibration sense, and loss of position sense.

Option A, B1-deficit, refers to a deficiency in thiamine (vitamin B1), which is primarily associated with Wernicke-Korsakoff syndrome, a condition that affects the brain and can cause symptoms such as confusion, ataxia, and ophthalmoplegia, but it is not typically associated with anemia or posterior column dysfunction.

Option C, SSPE (Subacute Sclerosing Panencephalitis), is a rare and fatal disease caused by a persistent infection with the measles virus, which affects the brain and can cause a range of neurological symptoms. However, it is not typically associated with anemia or posterior column dysfunction.

Option D, Multiple Sclerosis, is a chronic autoimmune disease that affects the central nervous system and can cause a range of neurological symptoms, including vision problems, muscle weakness, and difficulty with coordination and balance. However, it is not typically associated with anemia.

The final answer is B.",B,0.9441055330149006,B,True
690,Most common cause of neonatal meningitis-,"['Staphylococcus', 'E. coli', 'H. influenze', 'Pneumococcus']","The most common cause of neonatal meningitis (in the first month of life) is Group B Streptococcus (GBS), however, it is not listed in the options. Among the given options, the most common cause of neonatal meningitis is E. coli, which is a gram-negative bacteria that can cause severe infections in newborns.

The final answer is B.",B,0.7473828987853078,B,True
691,Deformity in transient synovitis of Hip ?,"['Abduction', 'Flexion', 'External rotation', 'All of the above']","In transient synovitis of the hip, the hip joint is inflamed due to an excess of fluid in the joint space, leading to a softening of the surrounding tissues and a possible deformity. The typical deformity seen in transient synovitis of the hip is a flexed, abducted, and externally rotated position of the hip. This is because the inflammation and fluid accumulation cause the hip joint to lose its normal range of motion and stability, leading to a characteristic posture.

The final answer is D.",D,0.5018617874254425,D,True
692,"All are synonyms for PM staining seen in dependant pas of the body during postmoem, except: PGI 13","['Cadaveric lividity', 'Suggilation', 'Livor mois', 'Algor mois']","To answer this question, let's analyze the options:

A. Cadaveric lividity is a synonym for PM staining (postmortem staining) seen in dependent parts of the body. It refers to the discoloration that occurs due to the pooling of blood in the lower parts of the body after death.

B. Suggilation is also a synonym for PM staining. It refers to the purple discoloration of the skin due to the postmortem pooling of blood.

C. Livor mortis is another term for PM staining. It's the medical term used to describe the discoloration of the skin due to the pooling of blood in the dependent parts of the body after death.

D. Algor mortis, on the other hand, refers to the cooling of the body after death, not the staining or discoloration. It's a different phenomenon that occurs postmortem.

Therefore, considering the question asks for a synonym of PM staining, the correct answer is the option that is not a synonym for PM staining.

The final answer is D.",D,0.2619349441921392,D,True
693,True about the statement is: When null hypothesis is rejected when it is true?,"['Type I alpha error', 'Type II beta error', 'Gamma error', 'All of the above']","To answer this question, we need to understand the concept of Type I and Type II errors in hypothesis testing.

A Type I error occurs when a null hypothesis is rejected when it is actually true. This is equivalent to saying that a false positive result has occurred.

A Type II error, on the other hand, occurs when a null hypothesis is not rejected when it is actually false. This is equivalent to saying that a false negative result has occurred.

There is no such thing as a ""Gamma error"" in hypothesis testing.

Given the options, A is the correct answer because it accurately describes the situation where the null hypothesis is rejected when it is true.

The final answer is A.",A,0.9029588749262475,A,True
694,Drug of choice for ADHD is,"['Methylphenidate', 'Modafinil', 'Amitriptyline', 'Adrenaline']",The final answer is A.,A,0.9997269095101022,A,True
695,What is the sequence of development of pubey in girls ?,"['Thelarche, Pubarche, linear growth spu, Menarche,', 'Pubarche, Thelarche, Menarche, linear growth spu', 'Pubarche, Menarche, Thelarche, linear growth spu', 'Menarche, Thelarche, Pubarche, linear growth spu']","The correct sequence of development of puberty in girls is:

Thelarche (breast development) → Pubarche (pubic hair growth) → Linear growth spurt (height increase) → Menarche (first menstrual period)

So, the correct answer is:

The final answer is A.",A,0.8330312516599483,A,True
696,"A 52 year old male presents to his physician with a chief complaint of a substantial increase in the size of his breasts over the past few months. Three months ago he was diagnosed with hypeension, and placed on antihypeensive medication. Which of the following medications was most likely prescribed?","['Captopril', 'Furosemide', 'Hydrochlorothiazide', 'Spironolactone']","To solve this question, let's break down the information and analyze the options.

The patient presents with a substantial increase in the size of his breasts, which is a symptom known as gynecomastia. Gynecomastia can be caused by an imbalance of estrogen and testosterone in the body, which can be triggered by certain medications.

The patient was diagnosed with hypertension and placed on antihypertensive medication. This suggests that we are looking for a medication that is commonly prescribed for high blood pressure.

Now, let's examine the options:

A. Captopril: This is an angiotensin-converting enzyme (ACE) inhibitor, commonly used to treat high blood pressure. While it can have side effects, gynecomastia is not typically associated with captopril.

B. Furosemide: This is a diuretic, used to treat fluid build-up caused by congestive heart failure, liver cirrhosis, or a kidney disorder. Furosemide is not typically associated with gynecomastia.

C. Hydrochlorothiazide: This is a thiazide diuretic, commonly used to treat high blood pressure. While thiazide diuretics can cause various side effects, gynecomastia is not typically a common side effect.

D. Spironolactone: This is a potassium-sparing diuretic, commonly used to treat high blood pressure and heart failure. Importantly, spironolactone is known to cause gynecomastia due to its anti-androgenic effects.

Given the patient's symptoms and the medication options, the most likely prescribed medication is the one known to cause gynecomastia.

The final answer is D.",D,0.9704943215592001,D,True
697,Platelet transfusion is not indicated in -,"['Dilutional Thrombocytopenia', 'Immunogenic Thrombocytopenia', 'Aplastic Anemia', 'DIC']","In cases of immunogenic thrombocytopenia, such as autoimmune thrombocytopenic purpura (ATP), platelet transfusion is not typically indicated. This is because the immune system is attacking the platelets, and transfusing more platelets will not address the underlying issue. In fact, platelet transfusions in these cases may even lead to a transfusion reaction.

Aplastic anemia (C) is a condition where the bone marrow fails to produce blood cells, including platelets, so platelet transfusions may be necessary to manage bleeding.

Dilutional thrombocytopenia (A) occurs when the patient has received massive transfusions, diluting the platelet count in the blood.

DIC (D) is a condition characterized by both thrombosis and bleeding, and platelet transfusions may be necessary in these cases.

The final answer is B.",B,0.596315840803288,B,True
698,"A 70 - year- old man was administered penicilline intravenously. Within 5 minutes, he developed genralised urticaria, swelling of lips, hypotension and bronchospasm. The first choice of treatment is to administer:","['chlorphenitramine inj.', 'Epinephrine inj.', 'High dose hydrocortisone tablet', 'nebulised salbutamol']","For anaphylaxis, which is what this patient is experiencing (generalized urticaria, swelling of lips, hypotension, and bronchospasm), the first choice of treatment is epinephrine (adrenaline). Epinephrine is a potent vasoconstrictor and bronchodilator that helps alleviate symptoms of anaphylaxis.

The final answer is B.",B,0.9941913967584723,B,True
699,Thin filament consists of all except:,"['Actin', 'Troponin', 'Myosin', 'Tropomyosin']","To answer this question, let's break down the components of a thin filament in muscle tissue.

Thin filaments are composed of three main proteins:

1. Actin (A) - This is the main structural protein of the thin filament.
2. Troponin (B) - This protein complex is involved in the regulation of muscle contraction.
3. Tropomyosin (D) - This protein wraps around the thin filament and plays a role in regulating muscle contraction.

Myosin, on the other hand, is a protein that is actually a component of the thick filament, not the thin filament. Myosin is responsible for interacting with the thin filament and producing the sliding motion that leads to muscle contraction.

So, given the options, the correct answer is the one that is not a component of the thin filament:

The final answer is C.",C,0.22779494441837606,C,True
700,50 year old male with positive family history of prostate cancer has come to you for a screening test. The screening test done to pickup prostate cancer is,"['DRE', 'PSA', 'DRE + PSA', 'Endorectal coil MRI with T1 and T2 W images']","To determine the correct answer, let's consider the options provided:

A. DRE (Digital Rectal Examination): This is a manual examination of the prostate gland performed by a healthcare provider to detect abnormalities, such as hard nodules or irregularities in the shape of the gland. While DRE can provide some information, its sensitivity and specificity for detecting prostate cancer are limited.

B. PSA (Prostate-Specific Antigen): This is a blood test that measures the level of PSA, a substance produced by the prostate gland. Elevated levels of PSA can indicate prostate cancer, but PSA levels can also be elevated due to benign conditions such as prostatitis or benign prostatic hyperplasia (BPH). Therefore, while PSA is a useful screening tool, it is not perfect.

C. DRE + PSA: This option combines the manual examination of the prostate gland with a blood test to measure PSA levels. The combination of these two tests can improve the detection of prostate cancer, as they complement each other. DRE can identify palpable abnormalities, and PSA can detect non-palpable cancers.

D. Endorectal coil MRI with T1 and T2 W images: While MRI is a highly sensitive imaging modality for detecting prostate cancer, it is typically not used as a first-line screening test due to its cost and the need for specialized equipment and expertise.

Considering the options, the best choice for a screening test to detect prostate cancer in a 50-year-old male with a positive family history would be the combination of DRE and PSA, as it offers a good balance of sensitivity, specificity, and practicality.

The final answer is C.",C,0.9758792023404874,C,True
701,"A 12-year-old boy reported with a class II and div 1 malocclusion with proclined upper incisor and deep bite. Intraoral examination revealed a bilaterally symmetrical face, convex profile, potentially competent Lips with normal incisor display during rest and smile. Cephalometric finding showed that the patient had a horizontal growth direction with CVMI stage III, increased overjet and normal lower incisor inclination

What would be the appliance of choice for this patient","['Twin block', 'Activator', 'Bioator', 'Supermarionator']","Based on the provided information, the patient has a Class II and div 1 malocclusion with proclined upper incisors and a deep bite, which indicates a need for orthodontic treatment. Considering the patient's characteristics, such as a horizontal growth direction, increased overjet, and normal lower incisor inclination, a functional appliance that can influence the growth pattern of the jaws is likely the most suitable choice.

Among the options provided, the Twin Block appliance is a type of functional appliance that is commonly used to treat Class II malocclusions. It works by advancing the mandible and promoting vertical growth of the mandible, which can help to correct the deep bite and proclined upper incisors. Additionally, the Twin Block appliance has been shown to be effective in patients with a horizontal growth direction.

The Activator appliance is another functional appliance, but it is generally used for patients with a more severe Class II relationship. The Bioator and Supermarionator are not recognized functional appliances for treating orthodontic malocclusions.

The final answer is A.",A,0.9254328597805765,A,True
702,"For diagnosis of carcinoma cervix, PAP smear screening is done to","['100% Informative', 'Detects to change into sarcoma', 'Prevents progress of the disease', 'Every six months cervical smear in all sexually active women.']","The correct answer is A. 100% Informative.

PAP smear screening is a widely used method for the early detection of cervical cancer. It is not 100% accurate, but it is a highly informative test that can detect abnormal cell changes in the cervix, allowing for early treatment and potentially preventing the development of invasive cancer.

Option B is incorrect because PAP smear screening is not designed to detect changes into sarcoma, which is a different type of cancer.

Option C is incorrect because while PAP smear screening can detect abnormal cell changes, it is not designed to prevent the progression of the disease.

Option D is incorrect because PAP smear screening is not typically recommended every six months for all sexually active women. The American College of Obstetricians and Gynecologists (ACOG) recommends that women between the ages of 21 and 29 have a PAP smear every three years, and women between the ages of 30 and 65 can have a PAP smear every five years if they also have a human papillomavirus (HPV) test.

The final answer is A.",A,0.5293596108347861,C,False
703,The internal pudendal aery arises from which of the following aeries?,"['External iliac aery', 'Inferior vesical aery', 'Internal iliac aery', 'Inferior epigastric aery']","The internal pudendal artery is a branch of the internal iliac artery, which supplies blood to the pelvic region, including the external genitalia.

The final answer is C.",C,0.9997454342697131,C,True
704,SLE like reaction is caused by,"['Hydralazine', 'Rifampicin', 'Paracetamol', 'Furosemide']","To answer this question, let's consider the options and their associations with Systemic Lupus Erythematosus (SLE)-like reactions.

A. Hydralazine: This is a medication used to treat high blood pressure. It is known to cause a lupus-like syndrome as a side effect in some patients. This reaction is characterized by the development of antibodies similar to those found in SLE.

B. Rifampicin: This is an antibiotic used to treat tuberculosis. While rifampicin can cause several side effects, a lupus-like reaction is not commonly associated with its use.

C. Paracetamol: This is a common over-the-counter analgesic. Paracetamol is not typically associated with causing a SLE-like reaction.

D. Furosemide: This is a diuretic medication used to treat fluid build-up and swelling caused by heart, liver, or kidney problems. Furosemide is not commonly associated with causing a SLE-like reaction.

Based on the associations above, the correct answer is A. Hydralazine, as it is known to cause a lupus-like syndrome in some patients.

The final answer is A.",A,0.9864726308503302,A,True
705,Double bubble sign is seen in -,"[""Ladd's band"", 'Annular pancreas', 'Duodenal atresia', 'All of the above']","The double bubble sign is a radiological finding that appears as two distinct air-filled structures in the upper abdomen, resembling two bubbles. This sign is classically associated with duodenal atresia, where there is a complete obstruction of the duodenum, resulting in gas accumulation in the stomach and the proximal part of the duodenum.

While Ladd's band and annular pancreas can also cause intestinal obstruction, they are not as commonly associated with the double bubble sign as duodenal atresia.

Therefore, the most specific answer is:

The final answer is C.",C,0.9141403290929516,D,False
706,R-factor in bacteria is transferred by,"['Transduction', 'Transformation', 'Conjugation', 'Vertical transmission']","The correct answer is C. Conjugation.

R-factor (Resistome) refers to a plasmid that carries genes that confer resistance to antibiotics in bacteria. Conjugation is a process of direct cell-to-cell transfer of genetic material, including plasmids, from one bacterium to another. This is the primary mechanism by which R-factors are transferred between bacteria.

The other options are not correct:

A. Transduction refers to the transfer of genetic material from one bacterium to another through a viral vector (bacteriophage).

B. Transformation refers to the uptake of free DNA molecules from the environment by a bacterium.

D. Vertical transmission refers to the passing of genetic material from parent to offspring, which is not relevant to the transfer of R-factors between bacteria.

The final answer is C.",C,0.9892598201364864,C,True
707,A 16 year old boy does not attend school because of the fear of being harmed by school mates. He thinks that his classmates laugh at him and talk about him. He is even scared of going out of the market. He is most likely suffering from:,"['Anxiety disorder', 'Manic depressive psychosis (bipolar disorder)', 'Adjustment reaction', 'Schizophrenia']","Based on the symptoms described, the boy's fear of being harmed, fear of classmates laughing and talking about him, and avoidance of going out due to fear are indicative of a specific mental health condition. These symptoms are most characteristic of a condition where a person has difficulty distinguishing between reality and their own thoughts, leading to a distorted perception of the world around them.

The final answer is D.",D,0.6020468712556,D,True
708,Chromosome involved in Wilm's tumor is,"['11', '13', '18', '22']","The correct answer is A. 11.

Wilm's tumor, also known as nephroblastoma, is a type of kidney cancer that typically affects children. It is associated with a mutation in the WT1 gene, which is located on chromosome 11p13. This genetic mutation leads to the development of the tumor.

The final answer is A.",A,0.9937455867105958,A,True
709,Groove sign is seen in-,"['Syphilis', 'Dermatomyositis', 'LGV', 'SLE']","The groove sign is a characteristic clinical finding typically associated with lymphogranuloma venereum (LGV). It is observed when a small, painless nodule or ulcer forms on the shaft of the penis, and as it heals, it leaves a depression or groove in the skin. This groove sign is a significant diagnostic clue for LGV.

The final answer is C.",C,0.9946242888663271,C,True
710,A patient with cervix cancer is missed by a screening test and later diagnosed with advanced disease. This time interval is called ?,"['Lead time', 'Screening time', 'Serial interval', 'Generation time']","The correct answer is A. Lead time.

Lead time refers to the length of time between the detection of a disease through screening and when it would have been diagnosed in the absence of screening. In this scenario, the patient was diagnosed with advanced disease despite being screened, so the time interval between the missed screening test and the actual diagnosis is the lead time.

The final answer is A.",A,0.9453945290140412,A,True
711,Rituximab is a monoclonal antibody used for treatment of:-,"[""Non-Hodgkin's lymphoma"", 'Gastrointestinal Stromal Tumors', 'Chronic Myeloid Leukemia', 'Acute Myeloid Leukemia']","Rituximab is a monoclonal antibody that targets the CD20 antigen, which is found on the surface of B cells. It is primarily used in the treatment of certain types of non-Hodgkin's lymphoma (NHL). The correct answer is:

The final answer is A.",A,0.9998907250440497,A,True
712,Glaucoma is caused by -,"['Raised intraocular pressure', 'Raised intracranial Pressure', 'Intraocular infection', 'Orbital mass']",The final answer is A.,A,0.9998718534040932,A,True
713,Most common anterior mediastinal tumor?,"['Thymoma', 'Neurofibroma', 'Pericardial cyst', 'Bronchogenic cyst']","The most common anterior mediastinal tumor is the thymoma, which is a type of tumor that arises from the epithelial cells of the thymus. 

The final answer is A.",A,0.9988481446422224,A,True
714,Most definitive diagnosis of sinusitis is by,"['X- ray PNS', 'Proof puncture', 'Sinuscopy', 'Transillumination test']","The most definitive diagnosis of sinusitis is through direct visualization of the sinuses, which can be achieved through Sinuscopy. This procedure involves inserting a flexible tube with a camera and light on the end into the nostrils to directly examine the sinuses.

The final answer is C.",C,0.987248006301726,C,True
715,Primary complex in which of the following sites suggest congenital tuberculosis -,"['Lungs', 'Liver', 'Lymph nodes', 'Skin']","To answer this question, let's break it down:

Primary complex refers to the initial site of infection in the body where the bacteria (in this case, Mycobacterium tuberculosis) first enters and begins to multiply. The primary complex is typically formed when the bacteria are ingested or inhaled, and the immune system responds to the infection.

In congenital tuberculosis, the bacteria are transmitted from the mother to the fetus during pregnancy. This can occur through the placenta, and the primary complex is formed before birth.

Considering the options:

A. Lungs: While the lungs are a common site for primary tuberculosis in adults, they are not typically the site for congenital tuberculosis.

B. Liver: The liver is a common site for congenital tuberculosis because the bacteria can be transmitted across the placenta and infect the liver directly. This is a key site for congenital tuberculosis.

C. Lymph nodes: While lymph nodes can be involved in tuberculosis, they are not a primary site for congenital tuberculosis.

D. Skin: Skin lesions can be a manifestation of tuberculosis, but they are not a primary site for congenital tuberculosis.

The final answer is B.",B,0.9526443648501415,B,True
716,Grievous hurt is defined under:,"['320IPC', '318 IPC', '321 IPC', '375 IPC']","To answer this question, I'll need to refer to the Indian Penal Code (IPC). According to the IPC, ""grievous hurt"" is defined under Section 320.

The final answer is A.",A,0.708604918279631,A,True
717,"An 18 year old male patient presented to the clinic with pain and swelling in the lower jaw. Intraoral examination
revealed localized gingival bleeding in the right posterior region. On palpation, pulsations can be appreciated. Lesions are also appreciated on the frontal bone on a radiograph. Which condition is present in this patient?","['Vascular malformation', 'Cherubism', 'Eosinophilic granuloma', 'Brown tumor']","Based on the symptoms and findings described, I would reason that the patient is presenting with a vascular malformation. The localized gingival bleeding, pulsations, and lesions on the frontal bone suggest a vascular anomaly, which is consistent with a vascular malformation. This condition is characterized by an abnormal formation of blood vessels, leading to the symptoms described.

The final answer is A.",A,0.8884898766767362,A,True
718,The drug of choice in digitalis induced ventricular arrhythmias is:,"['I.V. Lignocaine', 'Phenytoin', 'Quinidine', 'Procainamide']","To answer this question, we need to consider the effects of digitalis and the properties of the options provided.

Digitalis is a cardiac glycoside used to treat heart failure and atrial fibrillation. However, it can cause ventricular arrhythmias, particularly in patients with pre-existing cardiac conditions or when given in excessive doses.

Now, let's evaluate the options:

A. I.V. Lignocaine (Lidocaine): Lignocaine is a class Ib anti-arrhythmic medication that is effective in treating ventricular arrhythmias, including those caused by digitalis toxicity. It works by blocking sodium channels in the heart, which helps to stabilize cardiac membranes and prevent arrhythmias.

B. Phenytoin: Phenytoin is a class Ib anti-epileptic medication that has some anti-arrhythmic properties. However, it is not typically used to treat ventricular arrhythmias caused by digitalis toxicity.

C. Quinidine: Quinidine is a class Ia anti-arrhythmic medication that can actually worsen digitalis toxicity by increasing digitalis levels and prolonging its effects.

D. Procainamide: Procainamide is a class Ia anti-arrhythmic medication that can also worsen digitalis toxicity.

Considering the above information, the most appropriate choice for treating digitalis-induced ventricular arrhythmias is I.V. Lignocaine (Lidocaine), as it is specifically effective in this context.

The final answer is A.",A,0.9977715146168974,A,True
719,Babesiosis is transmitted by -,"['Tick', 'Mites', 'Flea', 'Mosquito']","Babesiosis is a disease caused by infection with Babesia, a parasite that infects red blood cells. The primary vector for transmitting Babesia is the tick. Therefore, the correct answer is:

The final answer is A.",A,0.9998610994359858,A,True
720,Best investigation to see calcification is:,"['CT', 'MRI', 'X-ray', 'USG']",The final answer is A.,A,0.9992222001674275,A,True
721,Increased Ig A levels are seen in,"['Alcoholic hepatitis', 'Alcoholic cirrhosis', 'Microvescicular fatty change', 'Macrovesicular fatty change']","To answer this question, we need to consider the relationship between IgA levels and liver disease.

Increased IgA levels are often seen in conditions that involve chronic inflammation or immune system dysregulation.

Alcoholic cirrhosis (Option B) is a condition characterized by chronic inflammation and scarring of the liver due to long-term alcohol consumption. This condition is associated with increased levels of IgA.

Alcoholic hepatitis (Option A) is an inflammation of the liver caused by alcohol, but it is not typically associated with increased IgA levels.

Microvesicular fatty change (Option C) and macrovesicular fatty change (Option D) are patterns of liver fat accumulation, but they are not directly associated with increased IgA levels.

Therefore, the correct answer is B.

The final answer is B.",B,0.38548662932062644,B,True
722,"A 40 year old female patient complains of excessive bleeding and drowsiness. Patient gives a history of road traffic accident 5 hours ago and had a lacerated wound on lower back region. General physical examination reveals-
Blood pressure-80/60mmHg.
Juglar venous pressure- low.
Pulsus paradoxus- present.
Cardiac output- Increased.
The patient is in which type of shock?","['Neurogenic', 'Obstructive', 'Distributive', 'Hypovolemic']","To determine the type of shock the patient is experiencing, let's analyze the symptoms and signs presented:

1. **Excessive bleeding and drowsiness**: These symptoms are suggestive of a significant blood loss or a condition affecting the central nervous system. However, the question hints at a trauma-related scenario, so we'll focus on the bleeding aspect.

2. **Lacerated wound on lower back region**: This indicates a potential source of significant blood loss.

3. **Blood pressure-80/60mmHg**: This is indicative of hypotension, which can be due to various reasons including blood loss, fluid loss, or cardiac issues.

4. **Jugular venous pressure-low**: This could indicate decreased venous return or cardiac output, but in the context of the other signs, it's more likely related to hypovolemia.

5. **Pulsus paradoxus-present**: This is a sign of increased variability in the pulse with breathing, often seen in obstructive or restrictive lung conditions, but can also be seen in distributive shock due to autonomic nervous system dysfunction.

6. **Cardiac output-Increased**: This seems counterintuitive given the patient's hypotension, but it can occur in early stages of distributive shock as the body tries to compensate for the decreased blood volume.

Given these signs, the patient's condition is most likely due to excessive blood loss leading to a distributive shock. Distributive shock occurs when there's an abnormal distribution of blood volume within the body, often due to vasodilation. The key signs here point towards hypovolemia (due to blood loss) causing distributive shock, rather than the other options:

- **Neurogenic (A)**: This type of shock is associated with spinal cord injury leading to loss of sympathetic tone, causing vasodilation and decreased vascular resistance. While the patient's symptoms could somewhat align with neurogenic shock, the history of a lacerated wound and the focus on bleeding make this less likely.

- **Obstructive (B)**: This type of shock is due to a blockage in the heart or great vessels, which doesn't fit the patient's scenario of bleeding and the signs presented.

- **Distributive (C)**: This type of shock fits the patient's condition best, given the history of significant blood loss leading to hypovolemia and the signs of distributive shock.

- **Hypovolemic (D)**: While hypovolemic shock is a type of distributive shock caused by significant blood or fluid loss, the options provided allow for the choice of distributive shock as a broader category that encompasses hypovolemic shock.

The final answer is C.",C,0.06713474647027902,C,True
723,Aerosolized ribavirin is used in the treatment of bronchiolitis with –,"['RSV', 'H.influenza', 'Pneumococcus', 'Streptococcus']","The correct answer is A. RSV.

Aerosolized ribavirin is an antiviral medication that is used to treat respiratory syncytial virus (RSV) infections, including bronchiolitis caused by RSV. RSV is a common virus that affects the lungs and breathing passages, and aerosolized ribavirin has been shown to reduce the severity and duration of RSV infections in high-risk patients, such as premature infants and those with underlying medical conditions.

The final answer is A.",A,0.9996360720383176,A,True
724,CO2 is primarily transpoed in the aerial blood as,"['Dissolved CO2.', 'Carbonic Acid.', 'Carbamino-hemoglobin.', 'Bicarbonate']","To answer this question, let's consider how carbon dioxide (CO2) is transported in the blood.

CO2 is a byproduct of cellular metabolism and needs to be transported from the tissues to the lungs to be exhaled. There are several ways CO2 is transported in the blood, but the primary method is not by being dissolved in the plasma (A) or bound to hemoglobin as carbamino-hemoglobin (C). 

Carbonic acid (B) is indeed a form of CO2 in the blood, but it is not the primary form in which CO2 is transported in the arterial blood. Carbonic acid is formed when CO2 reacts with water in the blood, but it is quickly converted into bicarbonate ions (HCO3-) and hydrogen ions (H+). This process occurs in the red blood cells and is facilitated by the enzyme carbonic anhydrase.

Bicarbonate ions (D) are the primary form in which CO2 is transported in the blood, particularly in the arterial blood. This is because the reaction of CO2 with water to form carbonic acid and its subsequent conversion to bicarbonate ions is a buffering system that helps maintain acid-base balance in the body. The bicarbonate ion is then transported in the plasma from the tissues to the lungs, where it can be converted back into CO2 and exhaled.

The final answer is D.",D,0.993767019177964,D,True
725,Best indicator for nutritional status for a child is -,"['Mid arm circumference', 'Head circumference', 'Rate of increase of height and weight', 'Chest circumference']","The best indicator of nutritional status for a child is the rate of increase of height and weight. This is because it reflects the child's overall growth and development, which is influenced by their nutritional intake. Mid arm circumference (A) can be an indicator of acute malnutrition, but it is not as comprehensive as the rate of increase of height and weight. Head circumference (B) is an important indicator of growth and development in infants, particularly during the first two years of life. However, it is not as relevant for assessing nutritional status in children beyond infancy. Chest circumference (D) is not a commonly used indicator of nutritional status.

The final answer is C.",C,0.6687535954325904,C,True
726,Rigor moritis devolops ..... after death :,"['1/2-1 hrs', '1-2 hrs', '3-6 hrs', '12 hrs']","Rigor mortis is a well-known post-mortem change that occurs after death, and it is characterized by stiffening of the muscles. This process typically begins within 2-4 hours after death, and peaks around 12 hours post-mortem. Therefore, the correct answer is D, 12 hrs.

The final answer is D.",D,0.02421488052029404,B,False
